,cpu_rating,display_density,display_height,display_size,display_width,height,memory,standby_time,talk_time,thickness,weight,width
LAVA-X11_id10069,1,294,1280,0,720,145.5,2,,16.66,8.45,141,72
Vertu-Constellation-Pure_id5599,,,,,,109,,400,5.50,15.7,142,45
Motorola-QUENCH_id4443,3,186,480,1,320,116.7,5,500,4.50,12.3,124,59.4
Kyocera-3225_id605,,,,,,111,,130,3.50,26,120,50
Alcatel-OT-206_id5850,,121,128,5,128,106,,400,7.00,14.5,60,46
Verykool-Sol-Jr-s5002_id9476,1,220,960,0,540,142.9,5,,,8.3,136,71.4
Pantech-Caper_id5341,,128,176,2,220,112,,400,4.50,13,99,61
LG-KG200_id2048,,,160,,128,100,,250,3.00,15,89,46
Acer-Liquid-Jade-Primo_id9829,1,401,1920,5,1080,156.6,3,330,20.00,8.5,150,76.8
Micromax-Canvas-Spark-2_id9682,1,196,854,0,480,,5,324,6.50,,,
HTC-Surround_id4916,3,246,800,8,480,119.5,5,275,4.00,12.97,165,61.5
Kyocera-Hydro_id7096,3,165,480,5,320,115.0,5,,8.40,12.8,120,62.0
Motorola-TRIUMPH_id5634,3,228,800,1,480,122,5,300,8.33,10,143,66
Motorola-ROKR-EM35_id3295,,182,320,2,240,107,,400,6.66,16,116,49.5
Micromax-Canvas-6-Pro_id10122,1,401,1920,5,1080,,4,337,9.00,,,
Samsung-SGH-A736_id4552,,141,220,0,176,100,,250,2.50,15.5,95,48
Panasonic-GD55_id535,,,64,,112,77,,230,7.90,17,65,43
Sony-Xperia-Z2-Tablet_id8419,1,224,1200,1,1920,266,3,1240,,6.4,426,172
LAVA-Iris-Fuel-F1-Mini_id9899,3,233,800,0,480,125.5,5,157,19.00,10.85,120,63.4
Videocon-A29_id8714,1,267,800,5,480,125,5,,,11.4,,63
Sierra-Wireless-Voq-A10_id720,3,,220,,176,133,,100,6.00,23,145,53
ZTE-Max_id8356,1,258,1280,7,720,165,1,,16.00,10,195,83
ARCHOS-40b-Titanium_id8468,1,233,800,0,480,125,5,,,8.5,115,61
T-Mobile-Sparq_id5364,,182,320,2,240,,,500,11.00,,109,
LG-Glance_id3461,,200,320,0,240,109,,350,4.33,10,83,47
Nokia-N81-8GB_id2362,3,167,320,4,240,102,5,408,4.00,17.9,140,50
Yezz-Andy-4E-LTE_id9511,1,233,800,0,480,126,5,290,20.00,10.8,127,64
i-mobile-Hitz201_id6374,,121,128,5,128,,,150,2.00,,73,
Micromax-X283_id7456,,167,320,4,240,120,,600,8.00,13.9,108,51
Motorola-i786_id5197,,141,220,0,176,100,,100,4.83,19,115,50
Xiaomi-Mi-2S_id7887,1,342,1280,3,720,126,2,,,10.2,145,62
Alcatel-OneTouch-POP-7S_id8459,1,170,1024,0,600,192,1,,,9,279,113
LG-AX275_id1861,,,128,,128,91,,280,3.00,20,80,46
LG-GS155A_id4396,,121,128,5,128,103.9,,800,10.00,13.9,67,44.5
ICEMOBILE-Prime-5,1,267,1280,5,720,152.5,1,,,8.6,,77
ICEMOBILE-Prime-4,2,245,960,5,540,133.5,,,,9.5,,67
Videocon-A53_id8379,1,208,960,3,540,151.5,1,,,10.1,,77.1
Videocon-Infinium-X30-Pro_id9297,1,165,480,5,320,117,5,,,11.2,,61.4
Nokia-3710-fold_id3787,,182,320,2,240,89,,288,4.00,15.2,94,47
Verykool-RS75-Flint_id8073,3,165,480,5,320,121.60,,120,6.00,12.50,120,64.70
Lenovo-A606_id8912,1,196,854,0,480,141.5,1,,,9.1,170,73.2
Micromax-BOLT-Selfie_id10124,1,218,854,5,480,,1,260,18.00,,,
Nokia-1006_id3369,,,160,,128,108,,240,3.50,13.5,76,44
Alcatel-OneTouch-Fierce_id8161,1,245,960,5,540,130.3,1,456,8.00,8.99,130,67
Verykool-R620_id6381,,174,240,3,320,115.8,,240,4.00,13.2,110,62
BLU-Pure-XL_id9639,1,490,2560,0,1440,164,3,,,9.6,202,82.2
Xolo-Win-Q900s_id9148,1,312,1280,7,720,135.8,1,263,23.00,7.2,100,67.2
Apple-iPad-3-AT-T_id7006,1,264,1536,7,2048,241.2,1,,,9.4,662,185.7
LG-KP110_id2656,,,128,,128,103,,400,4.00,13.4,65,46.4
Samsung-SPH-M220_id2989,,,145,,128,89,,,3.50,18,88,48
Sharp-TM150_id923,,,320,,240,94,,200,3.20,24,100,49
Acer-Liquid-Z410_id9039,1,245,960,5,540,136,1,400,5.50,9.9,145,66.7
Zen-Mobile-M8_id7998,,71,160,8,120,,,480,,,,
Panasonic-P31_id8502,1,196,854,0,480,141,5,510,13.00,9.9,,71.8
LG-VX6190_id1004,,,160,,128,90,,180,2.50,24,100,48
Nokia-6600-fold_id2859,,188,320,1,240,87.7,,300,4.00,15.9,110,44
Sony-Ericsson-Z500a--Z502a_id772,,,160,,128,93,,250,5.50,24,110,49
Samsung-C3520_id6394,,167,320,4,240,102,,500,8.00,16.8,97,52
Sony-Ericsson-W710_id1606,,,220,,176,88,,350,10.00,24.5,101,48
OPPO-Find-7a_id8590,1,403,1920,5,1080,152.6,2,,,9.2,170,75
ICEMOBILE-Splash_id8058,,,,4,,,,,,,,
Asus-VivoTab-Smart_id7552,1,155,768,1,1366,265,2,,,9.7,580,171
Nokia-C1-00_id4686,,,160,,128,107.1,,1152,13.00,15,73,45
Samsung-Patek_id4906,,,,,,,,,,,,
Micromax-Canvas-Doodle-3_id8680,1,163,854,0,480,,5,260,9.00,,,
Micromax-Canvas-Fire-4G_id9939,1,218,854,5,480,,1,320,6.50,,,
Micromax-X253_id8840,,167,320,4,240,122,,248,5.50,11.4,,52
Motorola-XOOM-2-Media-Edition_id6403,1,184,800,2,1280,216,1,,,8.9,386,139
LG-5350_id473,,,133,,120,90,,192,3.00,27,110,46
Nokia-6600-slide_id2858,,182,320,2,240,90,,240,3.00,14,110,45
LAVA-Iris-455_id7945,1,245,960,5,540,137.1,5,,8.00,9.92,120,68.5
Videocon-V1442_id6024,,128,220,2,176,112.4,,192,6.00,15.5,65,46.6
Amoi-F208_id6583,,146,400,2,240,112.5,,,,12.6,,54.5
Sagem-MYX-5-2_id903,,,160,,128,107,,370,5.00,19,96,46
LG-Shine-CU720_id2437,,182,320,2,240,100,,250,3.00,15,120,50.5
Nokia-6233--6234_id1413,,,320,,240,108,,340,4.00,18,110,46
LG-VX5500_id3034,,160,220,8,176,90,,440,5.00,19,86,47
Nokia-E72-US_id3784,3,167,240,4,320,114,5,480,12.50,10,128,58
Yezz-Andy-A4,1,245,960,5,540,132,5,600,16.00,8.6,102,65.6
Samsung-SGH-X490_id1315,,,160,,128,90,,300,7.00,24,86,47
Haier-W716_id8403,1,233,800,0,480,127.2,5,10,6.00,10.9,150,65
Motorola-E390_id712,,,220,,107,107,,210,10.00,22,100,46
Alcatel-OT-102_id3934,,89,64,3,96,98,,250,5.00,18.5,69,42.5
LG-G-Pro-Lite_id8164,1,200,960,5,540,150.2,1,872,16.60,9.4,161,76.9
Samsung-SGH-E720_id1072,,,220,,176,91,,200,5.30,23,87,45
LG-Chocolate-MX800--AX800--CX800_id1701,,,320,,240,96.8,,150,2.50,16,88,48
Videocon-V1550_id7919,,154,320,6,240,120.3,,,,17.1,,53.6
Videocon-V1521_id7922,,,,0,,113,,,,12.5,,46.4
BLU-Amour_id8643,1,233,800,0,480,128,5,600,18.00,11.6,137,65.5
Sony-Xperia-Z5-Premium_id9612,1,801,3840,5,2160,154.4,3,630,15.17,7.8,180,76
Sanyo-Katana_id1633,,182,320,2,240,98.5,,,3.60,15,96,51
LG-K8V_id10118,1,294,1280,0,720,144.5,5,386,12.00,8.4,134,72.4
ZTE-V880_id5386,,267,800,5,480,114,,,,11.8,130,56.5
Plum-stubby-II_id7204,,114,144,0,176,100.6,,500,4.50,12.5,85,56.2
Samsung-SGH-Z700_id1164,,,320,,240,96,,,,26.5,125,48.5
Motorola-Moto-X-Style_id9553,1,520,2560,7,1440,153.9,3,,,11.06,179,76.2
Alcatel-OT-109_id5313,,87,64,3,96,108,,400,5.00,15.3,65,46
Samsung-Galaxy-Tab-7,1,196,800,7,1280,196.7,1,,,7.89,335,133
Emporia-TALK_id5833,,72,64,0,128,121,,200,2.00,15,110,57
Alcatel-Pixi-3-8-4G_id9837,1,189,1280,0,800,209,1,,,8.3,,124.9
LG-Rhythm_id3207,,200,320,0,240,116,,130,2.16,17,112,49
LAVA-Iris-X1-Selfie_id9893,1,218,854,5,480,133.5,1,155,13.00,8.5,140,66.0
Samsung-SGH-T349_id3600,,128,220,2,176,114,,300,7.00,13,91,50
Alcatel-OT-V570A_id2765,,114,160,8,128,90,,400,7.00,17.3,78,45
Samsung-Galaxy-NotePRO-12,1,247,1600,2,2560,295.6,3,,,7.95,750,204
ZTE-N285_id5424,,143,320,8,240,98,,380,,12.3,83,55
ARCHOS-32-Internet-Tablet_id5291,3,146,400,2,240,105,,,,9,72,55
HP-iPAQ-600_id2378,3,143,320,8,240,117,5,250,4.00,17.5,145,60.3
HTC-HD7_id4908,3,217,800,3,480,122,5,310,6.33,11.2,162,68
Nokia-7160_id592,,,65,,95,124,,145,2.60,24,139,53
LG-Cookie-KP501_id4320,,155,400,0,240,106.5,,350,3.50,11.9,89,55.4
Zen-Mobile-105-Max_id9914,3,165,480,5,320,,5,,,,,
Alcatel-OT-S120A_id2795,,,64,,94,98,,250,5.00,12.3,70,44
Samsung-SGH-Z170_id2089,,157,220,8,176,117,,300,4.00,9.3,76,48.5
Samsung-SGH-J610_id2395,,148,220,9,176,98.5,,250,2.50,15.9,81,48
Spice-Mobile-Smart-Flo-Mettle-5X_id8657,1,196,854,0,480,148.5,5,,,10.4,190,78.9
LG-V20_id10202,1,534,1440,5,2560,159.6,4,,,8.6,,79.3
Xolo-Q3000_id8635,1,386,1920,7,1080,164.8,2,667,33.00,8.9,,81.6
Lenovo-ZUK-Z1_id9772,1,401,1920,5,1080,155.7,3,,,8.9,175,77.3
LG-KF311_id3963,,141,220,0,176,94,,443,5.60,16.75,95,47
Sony-Ericsson-T610_id543,,,160,,128,102,,315,11.00,19,95,44
PCD-PPC-5050_id506,3,,320,,240,135,,,,20,175,77
Sanyo-S750_id964,,,320,,240,108,,210,3.00,22,125,50
Pantech-Breeze-III_id5714,,182,320,2,240,99,,336,5.00,19,102,51
BLU-Energy-XL_id10180,1,367,1920,0,1080,160.9,3,720,,8.4,208,81.2
Nokia-Asha-205_id7586,,167,320,4,240,112.8,,891,11.00,13,94,61.1
Alcatel-OneTouch-POP-S9_id8454,1,249,1280,9,720,162.4,2,425,36.00,8.6,182,84.4
Zen-Mobile-X1-Plus_id8506,,114,160,8,128,,,,,,,
Google-Nexus-S_id4990,3,233,800,0,480,123.9,5,713,14.00,10.88,129,63
Samsung-INNOV8_id3037,3,143,320,8,240,106.5,,310,8.50,17.2,136,53.9
Huawei-Ascend-G630_id8820,1,294,1280,0,720,143,1,,,8.1,160,71.7
Motorola-i930--i920_id1041,3,,220,,176,89,,95,2.80,30,167,48
Samsung-I708_id5292,,,,,,,,,,,,
LG-Jil-Sander-Mobile_id6608,3,246,800,8,480,123,,400,7.00,11.5,157,61.5
Lemon-Mobiles-Duo-309_id6088,,,,4,,114,,250,5.00,12.6,80,50.8
Samsung-Reclaim_id3584,,154,240,6,320,99,,,6.00,15,99,60
Samsung-Droid-Charge_id5126,3,217,800,3,480,130,,280,11.00,12,143,68
Apple-iPhone-4s_id5257,2,326,960,5,640,115.2,5,200,14.00,9.3,140,58.6
Motorola-i830--i833-Pininfarina--i836_id834,,,130,,130,85,,60,2.50,20,112,45
Samsung-SGH-E256_id1849,,,160,,128,99.5,,250,5.00,14,81,50
Verykool-Fusion-II-SL4502_id9921,1,218,854,5,480,130.90,1,240,7.00,9.0,107,65.20
Motorola-Timeport-T250_id84,,,,,,,,110,,,97,
Sony-Ericsson-W508a_id3364,,182,320,2,240,93.5,,400,10.00,14,98,50
Yezz-Moda_id7183,,182,240,2,320,103.5,,180,3.00,12.9,63,59.4
Nokia-8208_id3018,,182,320,2,240,101,,264,4.00,15.9,126,45.2
LG-Escape_id7414,1,256,960,3,540,126,1,312,8.00,9,128,65
LG-E2_id5762,3,,320,,240,,,,,,,
T-Mobile-Prism-II_id7764,3,165,480,5,320,117,5,240,7.00,12,110,62
Samsung-Galaxy-S-III_id6330,1,306,1280,8,720,136.6,2,580,16.00,8.6,134,70.6
Sanyo-SCP-8100_id558,,,144,,120,85,,257,2.80,29,110,47
ICEMOBILE-Gravity-Pro_id8489,1,,,0,,,1,,,,,
Pantech-C510_id1940,,,160,,128,87.5,,250,3.00,16.8,95,43.5
ARCHOS-80-G9_id7009,1,160,768,0,1024,226,,,,11.7,482,155
ZTE-Engage-MT_id8228,3,233,800,0,480,120,1,480,8.33,10,147,64
Samsung-Galaxy-Tab-4-10,1,149,800,1,1280,243.4,5,,,7.95,487,176.4
LG-LX290_id3852,,184,320,2,240,104,,170,6.00,16,102,49
BlackBerry-Torch-9860_id5146,2,252,800,7,480,120,5,334,4.70,11.5,135,62
Motorola-W385_id2070,,,160,,128,,,450,4.15,,110,
Samsung-SGH-J770_id3540,,134,220,1,176,98.5,,370,7.16,14.8,100,48.6
Meizu-M3_id10038,1,294,1280,0,720,141.5,2,,,8.3,132,69.5
Samsung-SGH-T619_id1674,,,220,,176,91,,200,4.00,16,80,46
NIU-Tek-5D_id9499,1,196,854,0,480,156.2,5,400,15.00,9.4,150,74.2
Samsung-SPH-A560_id1114,,,160,,128,89,,216,3.30,25,102,46
Spice-Mobile-Smart-Flo-Space_id9246,1,165,480,5,320,118.2,5,200,6.00,12.4,125,60.8
Celkon-C339_id7367,,114,160,8,128,108,,500,4.00,15,83,44.5
Asus-ZenFone-2-Laser-5,1,265,1280,5,720,152.5,2,,,10.5,170,77.2
LG-GU297_id4896,,141,220,0,176,,,250,3.00,,105,
T-Mobile-Concord-II_id8661,1,233,800,0,480,126,1,250,6.00,11,125,65
LG-Logos_id9386,1,312,1280,7,720,132.3,,244,14.33,9.9,124,66
LG-Ally_id4498,3,292,800,2,480,116,5,500,7.50,16,158,56
Micromax-A55_id5896,3,143,320,8,240,107.2,,144,4.00,13.5,,58.7
Nokia-2330-classic_id3251,,114,160,8,128,107,,540,4.80,13.8,90,46
Alcatel-OT-318D_id6919,,114,160,8,128,,,,,,,
Huawei-Ascend-Y210_id8979,3,165,480,5,320,117,5,425,11.58,12.6,120,62
Maxwest-Orbit-5400_id8003,1,220,960,0,540,143,5,,,9.6,,74.2
LG-KC550_id2748,,167,320,4,240,97,,450,6.00,14.3,110,51.4
Sony-Ericsson-P800_id130,,,320,,208,117,,400,13.00,27,159,59
Sony-Ericsson-J230_id1388,,,128,,128,102,,280,6.00,18,84,44
NEC-N410i_id1092,,,320,,240,101,,270,4.30,26,118,49
ZTE-Fanfare_id9404,1,218,854,5,480,134.9,1,250,12.60,10.2,140,66.5
Sony-Ericsson-G702_id2929,,,,,,,,,,,,
ICEMOBILE-Apollo_id8037,3,222,480,6,320,110.5,5,240,6.00,12.4,100,64.5
HTC-Explorer_id6011,3,180,480,2,320,102.8,5,458,7.66,12.9,108,57.2
HTC-EVO-4G-LTE_id7019,1,312,1280,7,720,134.8,1,,7.50,8.9,134,68.9
HTC-Desire-626_id9518,1,294,1280,0,720,146.9,5,790,22.00,8.19,140,70.9
Samsung-SGH-J800_id3000,,128,220,2,176,99.5,,494,9.50,15,93,47
Micromax-Canvas-Fire_id8890,1,218,854,5,480,,1,180,6.00,,,
T-Mobile-Shadow_id2794,3,154,320,6,240,103,5,340,8.00,15,150,52
i-mobile-315_id4092,,121,128,5,128,98,,250,3.00,15.1,80,46.3
Micromax-X245_id8789,,167,320,4,240,120,,250,3.00,12.7,,49
Nokia-7510_id3370,,182,320,2,240,92.5,,312,3.00,16.7,124,46.4
Samsung-SGH-L700_id2987,,134,220,1,176,109,,370,8.00,12.8,107,46
Samsung-SGH-F300-Ultra-Music_id1779,,134,220,1,176,103.5,,200,2.50,9.4,71,44
Alcatel-OneTouch-EVO-8HD_id8143,1,160,1024,0,768,222,1,,,9,435,152.5
Karbonn-K-44_id6730,,102,160,0,128,95.5,,190,2.50,16.8,,46
Karbonn-K-22_id6445,,141,220,0,176,95.7,,96,5.00,15.35,98,48.5
PCD-SMT5700_id2027,3,160,240,5,320,114,,,,13,125,61
Nokia-6651_id841,,,160,,128,133,,240,4.00,26,139,52
Panasonic-SA6_id1138,,,240,,320,96,,740,12.00,25,127,46
Sonim-XP1300-CORE_id5095,,200,320,0,240,126,,800,18.00,25,185,60
Kyocera-Tomo-S2410_id3192,,114,160,8,128,89.9,,180,3.30,17.9,79,45.4
AT-T-R225_id5022,,114,160,8,128,107,,360,5.30,12,125,45
Verizon-Wireless-Casio-GzOne-Rock-C731_id3839,,190,320,1,240,104,,630,5.00,23,125,51
Samsung-SGH-Z230_id1660,,,220,,176,91,,250,4.00,22.6,90,47
Philips-755_id946,,,160,,128,106,,250,5.00,18,89,46
Emporia-TALKpremium_id5828,,72,64,0,128,121,,200,2.83,15,110,57
Karbonn-K-406_id6466,,141,220,0,176,110,,200,4.00,15,75,46
Acer-beTouch-E400_id4448,3,180,480,2,320,115,5,400,5.00,12,125,59.3
Videocon-A30_id7918,1,233,800,0,480,124.3,5,,,10.8,,63.8
Alcatel-OneTouch-155a_id1093,,,65,,101,100,,220,4.30,21,85,46
Palm-Pixi-Plus_id4308,3,195,400,6,320,111,,350,5.20,10.8,92,55
Cricket-A100_id3536,,114,160,8,128,113,,250,4.50,14,70,49
Kyocera-KX160-Xcursion_id1299,,,160,,128,90,,170,3.50,25,116,48
Gionee-Elife-E7_id8776,1,401,1920,5,1080,150.6,2,300,20.00,9.5,152,75
Motorola-WX260_id4599,,116,160,8,128,107.6,,580,8.00,14.3,,45.3
Samsung-SGH-E200_id1935,,,220,,176,108,,310,6.50,9.9,90,45
Samsung-SGH-X510_id1759,,,160,,128,88,,320,4.00,20,76,45
i-mobile-Hitz103_id6373,,,128,,128,98,,120,3.00,13.8,,42
OPPO-R5s_id9586,1,424,1920,2,1080,148.9,3,,,4.85,155,74.5
Yezz-Andy-C5V_id10107,1,220,960,0,540,144.2,1,480,16.00,9.3,180,73.2
Celkon-C7030_id8614,,180,480,2,320,112,,,,11.8,95,60
Samsung-GALAXY-Ace-2_id6940,2,246,800,8,480,118.3,5,670,16.33,10.5,122,62.2
ZTE-S217_id6637,,121,128,5,128,108.5,,190,6.00,12.3,66,46
Samsung-SGH-Z650i_id1773,,,320,,240,101.5,,200,3.40,16,95,51.5
Spice-Mobile-M-67-3D_id5808,,167,320,4,240,115,,260,4.50,12.6,70,50.7
Alcatel-Pixi-4-7_id9836,1,170,1024,0,600,189.2,1,,,9.15,,107.6
Pantech-PN-215_id1453,,,160,,128,87.5,,190,3.30,25,100,49
BlackBerry-Bold-9930_id3406,2,286,480,8,640,115,5,307,6.60,10.5,130,66
Nokia-6360_id112,,,,,,129,,336,5.20,23,119,46
Nokia-3606_id2730,,141,220,0,176,90,,240,3.50,15.3,87,47.5
Nokia-1661_id3248,,114,160,8,128,108,,500,3.90,13.5,82,45
Samsung-I7110_id3176,3,154,320,6,240,118,5,427,11.00,12.9,125,52
BenQ-M350_id1225,,,128,,128,83,,200,5.00,23,85,45
Samsung-SGH-I780_id2446,3,177,320,5,320,116,,400,7.00,12.9,120,61.3
i-mobile-S390_id6316,,167,240,4,320,112,,437,8.00,13.9,,60.5
Nokia-5100_id458,,,128,,128,108,,225,3.50,22,104,50
Nokia-6800_id462,,,128,,128,119,,240,4.50,23,122,55
Kyocera-Hydro-Reach_id10029,1,220,960,0,540,138.9,1,161,11.90,9.9,141,72.1
Pantech-Link_id4507,,167,240,4,320,,,250,3.00,,91,
Samsung-SPH-M610_id1743,,,320,,240,101,,,3.00,12,93,52
Celkon-C769_id7306,,154,320,6,240,117.5,,500,6.60,13.2,,52
BenQ-S700_id939,,,160,,128,82,,250,5.00,21,90,41
Nokia-C1-02_id4684,,114,160,8,128,108,,504,10.60,13.8,78,45
LG-GB250_id3521,,141,220,0,176,97.6,,540,5.00,16.9,84,48.8
Kyocera-SE47--SE44--V5-SLIDER_id667,,,128,,128,88,,180,4.00,23,96,48
Sanyo-Katana-II_id2177,,200,320,0,240,94,,,3.50,15,88,48
Samsung-E2510_id3200,,108,160,9,128,88.9,,400,6.00,17,80,44
Apple-iPhone-4-Verizon_id5132,3,326,960,5,640,115.2,5,300,7.00,9.3,137,58.6
Motorola-E1120_id1120,,,320,,240,,,,,,,
Sendo-S331--S330_id762,,,67,,98,108,,480,7.50,21,81,47
Sanyo-SCP-3810_id3586,,167,320,4,240,97,,,5.80,18,111,51
Samsung-BlackJack_id1724,3,,240,,320,113,,264,5.50,11.8,100,59
HTC-P3400-Gene_id1974,3,143,320,8,240,109,,200,5.00,17.6,126,58
Verykool-s135_id8081,,157,220,8,176,108,,192,4.00,12.3,80,45
ICEMOBILE-Rainbow_id6241,,116,160,8,128,,,580,8.00,,80,
Palm-Pre-GSM_id3530,3,186,480,1,320,100.5,,200,5.00,16.9,135,59.5
Motorola-i290_id2231,,123,130,5,130,125.5,,80,4.08,13.5,84,48.5
Nokia-6340i_id447,,,65,,96,129,,348,4.00,24,125,46
Karbonn-Sparkle-V_id9259,1,218,854,5,480,132,1,160,8.00,9.2,107,67
Plum-tracer_id7212,3,143,320,8,240,118,,400,3.50,13.7,93,58.3
Motorola-GLEAM_id6925,,167,400,8,240,107,,417,4.81,13.5,105,52.5
Samsung-C3050_id3513,,141,220,0,176,97,,340,7.00,14.9,86,47.3
Celkon-A43_id9162,1,233,800,0,480,124,1,,,8.5,,63
ZTE-Optik_id6868,1,216,800,0,1280,193,1,,,13.2,400,119.38
Sony-Ericsson-W380_id2479,,148,220,9,176,92,,300,7.00,16,100,49
Spice-Mobile-M-4580n_id5810,,114,160,8,128,102.3,,600,12.00,16,90,44.6
Samsung-Delve_id3231,,155,400,0,240,116,,350,4.70,12,103,55
LAVA-KKT70_id6143,,167,320,4,240,,,720,,,,
HTC-P4000-Titan_id2021,3,143,320,8,240,110,,228,3.33,18.5,165,59
Sony-Ericsson-J100_id1477,,,64,,96,100,,300,8.00,18,70,44
LAVA-B2_id6103,,128,176,2,220,111,,720,,13.4,118,61.5
Celkon-A105_id8123,1,187,800,0,480,,5,,,,,
ZTE-Roamer_id6631,,165,480,5,320,115,,,,12.5,116,62
Kyocera-Brio_id5752,,182,240,2,320,114,,,4.70,14,105,60
Sony-Ericsson-W580_id2059,,200,320,0,240,99,,370,9.00,14,94,47
Lenovo-YOGA-Tablet-2-8-inch-Android_id8959,1,283,1200,0,1920,210,2,,,7,419,149
ICEMOBILE-Twilight-Touch_id6255,,180,480,2,320,111.6,,48,5.00,16.1,144,62.1
LAVA-Iris-465_id9316,1,218,854,5,480,134.4,5,,23.00,10,146,68
Spice-Mobile-M-5700_id5796,,143,320,8,240,99,,250,4.00,13.5,65,56
honor-6_id8729,1,445,1920,0,1080,139.6,3,,,7.5,130,69.7
Pantech-Onza-P7050_id6106,,,,,,,5,,,,,
HTC-Freestyle_id5121,3,180,480,2,320,107,5,384,7.10,13,128,56
LG-Cookie-Plus_id4421,,155,400,0,240,107,,400,3.66,11.5,92,52.5
Verykool-i725_id5911,,133,320,0,240,107,,,,11.80,106,57
LG-CE500_id1250,,,160,,128,94,,220,7.00,24,105,48
Sony-Ericsson-T300--T306_id519,,,80,,101,106,,325,6.75,21,101,48
Motorola-FLIPOUT-US_id4852,3,143,240,8,320,67,5,360,5.90,17,120,67
Verykool-Lynx-s3501_id9492,1,165,480,5,320,113.4,5,,,12.5,88,60.2
Motorola-Moto-X-Play_id9554,1,403,1920,5,1080,147.3,2,,,10.9,169,75
ZTE-Coral200-Sollar_id6707,,121,128,5,128,106,,180,5.50,18.1,85,45.6
Samsung-B2700_id3083,,148,220,9,176,115,,350,5.00,18,114,52
LG-Neon_id3446,,167,320,4,240,101.6,,250,4.00,16.8,108,50.8
Motorola-V60t-color--v60ti-color--V60-color_id697,,,64,,96,109,,260,4.16,28,122,45
Spice-Mobile-Smart-Flo-Edge_id8672,3,165,480,5,320,117,5,120,8.00,12.3,,63
Alcatel-OT-980_id5000,3,143,320,8,240,112.5,5,400,8.00,15.9,125,60.4
Motorola-ROKR-EM28_id3059,,114,160,8,128,,,250,7.50,,90,
Fly-Horizon-3-IQ434_id9223,1,165,480,5,320,111.8,5,,3.00,11.4,99,61
Samsung-Soulb_id2946,,200,320,0,240,111,,400,3.20,9.9,89,46
Handspring-Treo-270_id367,3,,,,,108,,150,2.50,21,153,71
Vertu-Ascent-2010_id4637,,200,320,0,240,117,,300,4.80,19,170,46
Micromax-X090_id8786,,113,160,8,120,112,,350,6.45,16,90,47
Alcatel-OneTouch-POP-UP_id9619,1,294,1280,0,720,143,2,,,8.2,,71.9
Samsung-Gravity-3_id4604,3,,320,,240,117,,400,6.00,15,123,54
Samsung-SGH-A500_id374,,,128,,128,80,,80,2.00,17,81,39
Kyocera-S2300-Torino_id4254,,182,240,2,320,103,,225,4.16,15,99,66
Karbonn-K-550i_id6475,,167,320,4,240,,,400,4.00,,95,
Sony-Ericsson-Z520_id1264,,,160,,128,83,,400,9.00,24,94,46
Huawei-MediaPad-7-Lite_id7377,2,170,600,0,1024,193,1,,,11,370,120
Acer-Liquid-Z2_id7727,3,165,480,5,320,110,5,450,4.00,12.25,110,62.5
HTC-Canary_id449,3,,220,,176,116,,72,2.50,22,120,48
LG-KF757_id3271,,167,320,4,240,102.8,,259,3.80,11.8,112,50.8
HTC-Desire-EYE_id8952,1,424,1920,2,1080,,2,,,,154,
Samsung-SGH-S100_id150,,,160,,128,88,,92,4.00,23,92,46
Samsung-Galaxy-Amp-2_id10031,1,207,800,5,480,132.6,1,240,12.00,8.9,131,68.6
LG-KS20_id1999,,143,320,8,240,99.5,5,400,4.00,12.5,95,58
Samsung-Galaxy-S6-Active_id9310,1,577,2560,1,1440,146.8,3,336,24.00,8.6,150,73.4
BlackBerry-Pearl-8130_id2340,3,,260,,240,107,,216,3.66,14,96,50
Sagem-MY-V-55_id1063,,,160,,128,106,,375,4.45,19,97,46
Sony-Ericsson-Satio-a_id3732,3,210,640,5,360,112,5,360,11.00,13.3,126,55
Alcatel-OneTouch-3075_id8555,,141,176,0,220,107,,460,8.00,11.95,80,58
Huawei-P8-lite_id9358,1,294,1280,0,720,143,2,600,20.00,7.7,131,70.6
Samsung-SGH-E747_id2500,,134,220,1,176,97,,250,2.50,16.8,92,46
BLU-Neo-X_id10161,1,196,854,0,480,143,5,,,9.75,151,73.8
LG-Optimus-L1-II-TRI_id8371,3,133,320,0,240,102.6,5,,,13.3,105,58.9
Huawei-Valiant_id8144,1,233,800,0,480,126,5,560,10.00,11,140,64
Samsung-GT-S3600_id3147,,,220,,176,98,,480,7.83,15.3,105,49.8
Sony-Xperia-tipo_id7151,3,180,480,2,320,103,5,470,5.00,13,99,57
LG-C375_id5413,,174,240,3,320,113,,798,16.00,12.9,102,61
Micromax-Canvas-Gold_id8877,1,401,1920,5,1080,,2,210,8.00,,,
BLU-Neo-X-Plus_id10162,1,267,1280,5,720,152.6,1,,,8.3,,77.9
Fly-Iris-2-IQ4490i_id9219,3,233,800,0,480,121.9,5,,4.20,10.2,121,63.5
Celkon-Millennia-Q58-Xplore_id9577,1,294,1280,0,720,145.7,1,,,7.85,160,73.8
Plum-Gator-Plus_id9571,1,,,5,,,5,,22.00,,,
Palm-Treo-Pro_id2931,3,,320,,320,114,5,250,5.00,13,133,60
Videocon-Infinium-Z40-Lite_id9296,3,233,800,0,480,124.8,5,,,10.4,,64.3
Verykool-Leo-Jr,1,233,800,0,480,143,5,240,7.00,8.4,141,71.1
Sagem-my401Z_id2779,,,160,,128,90,,240,3.50,21,90,46
